,Plot.ID,Date,Plot,Elevation,Warming,Removal,Treatment,Month,Day,Week,DOY,DOG,HHMMSS,Hour.EST,Hour,Minute,FTime,Mode,Smpls,EFFLUX,C2avg,Wavg,dc..dt,Vtot,RHcmbr,Tsoil_C,RHirga,Tsch_C,dC.dt,dW.dt,R.C.m,R.C.b,InsDpth,TBlk,CO2S,H2OS,Tair,Tleaf,PARo,Press,uc_21_mV,Status,PgSts,satVapTsch,eAir_2_kPa,Tsoil,VWC1,VWC2,VWC3,mean.VWC,NDVI.1,NDVI.2,NDVI.3,NDVI.4,mean.NDVI,Percent.Functional...Diversity,Phosphatase,PhosD,B.gluc,NAG,B.cell,B.xylo,a.gluc,LAP,Phenol,Perox,MicrobialBiomassC,MicrobialBiomassN,mean_temp_date_soil,min_temp_soil,max_temp_soil,mean_temp_date_air,min_temp_air,max_temp_air,Experiment_Length_yr,ug_NH4_week_cm2,ug_NO3_week_cm2,Inorganic_N,ug_TP_week_cm2,NP,pH,Soil_Percent_C,Soil_Percent_N,Soil_CN,Bare_Soil,Litter,Rock,Graminoid,Forb,Woody,Legume,Cryptogram,Total_Plant_Cover_All,Total_Plant_Cover_Vascular_Only,Graminoid_Relative,Forb_Relative,Woody_Relative,Legume_Relative,Cryptogram_Relative,Notes,Species_Richness,Total_Cover_Scaled,PCA_PlantComm_Loadings
272,19High,9/9/21,19,High,A,C,AC,9,9,36,252,65,15:34:31,15,13,34,"3,239.00",4,52,1.122989883,115,18.18281555,0.092468186,991,20.29057498,-126.6410828,24.39880562,36.54688644,0.311978728,0.028407245,-0.001142723,0.223881364,0,33.17458534,120.3220673,18.34546566,33.22311592,36.54688644,0.099965448,68.05189896,1266.410828,110004,#DIV/0!,6.150886678,1.248443782,50.7,6,7,8,7,0.5683,0.4602,0.5176,0.4345,0.49515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.125,8,21.5,13.28125,3,28,6,1.703666415,0.964559681,2.668226096,0.39833053,6.698522697,NA,NA,NA,NA,60,50,20,25,2,15,0,0,42,42,59.5,4.8,35.7,0,0,NA,5,42,0.52380059
273,19High,8/4/21,19,High,A,C,AC,8,4,31,216,29,16:10:42,16,14,10,4045,4,33,1.690176526,125,52.80863063,0.13917094,991,44.6804331,-116.8189331,80.77164968,41.52428563,0.531936328,0.016587149,0.001419238,-0.038233772,0,30.83703105,131.1442617,52.87833277,30.74419403,41.52428563,0.170323675,67.91276805,1168.189331,110004,#DIV/0!,8.040757804,3.591113329,30.3,18,15,17,16.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9375,8,20.5,11.125,2,22.5,6,1.703666415,0.964559681,2.668226096,0.39833053,6.698522697,NA,NA,NA,NA,60,50,20,25,2,15,0,0,42,42,59.5,4.8,35.7,0,0,NA,5,42,0.52380059
274,19Low,8/5/21,19,Low,A,C,AC,8,5,31,217,71,18:20:04,18,16,20,3390,4,102.6666667,0.606690451,132,16.9674263,0.04995554,991,11.42250952,-141.8736898,15.69116879,47.59004339,0.170073758,0.006799836,-0.000494445,0.115222275,0,41.50855637,137.0851237,17.00369644,41.45005544,47.59004339,0.19252417,73.9022344,1418.736898,110004,#DIV/0!,11.00543446,1.25660793,48,14,22,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.375,4.5,40.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
275,19Low,8/18/21,19,Low,A,C,AC,8,18,33,230,84,19:05:01,19,17,5,5240.5,4,200,0.203337585,118,13.83664608,0.016743034,991,22.35121669,-94.75114136,17.00296402,31.16389465,0.046841764,5.42E-05,-0.000648625,0.093280746,0,35.86165365,120.1308492,13.8386933,35.99493027,31.16389465,0.149574547,73.18933868,947.5114136,110004,#DIV/0!,4.569882669,1.012844483,49.6,12,11,10,11,0.597,0.5001,0.4515,0.6468,0.54885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.09375,6.5,42.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
276,19Low,9/10/21,19,Low,A,C,AC,9,10,36,253,107,16:34:48,16,14,34,"4,518.00",4,200,0.093465118,114,13.24252224,0.007696018,991,14.85404155,-103.7101807,13.14544868,37.85515213,0.047833871,0.002283496,-0.000802323,0.099160865,0,39.96435547,112.6315231,13.2608366,40.12603378,37.85515213,0.266549468,73.98771667,1037.101807,110004,4:Compute Final,6.605199003,0.981139004,45.7,9,8,NA,8.5,0.2052,0.197,0.215,0.17,0.1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.34375,5,36.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
277,19Low,6/9/21,19,Low,A,C,AC,6,9,23,160,14,14:48:57,14,12,48,2869.5,4,142,0.463450161,117,12.39483134,0.038160981,991,12.19936718,-157.262793,13.79870256,40.19674683,0.128951035,-0.000771058,-0.000201416,0.061726683,0,37.8247935,122.0315297,12.37881947,37.90195592,40.19674683,0.210285744,73.81258647,1572.62793,110004,#DIV/0!,7.493906195,0.91371274,55,37,13,15,21.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.84375,2,50.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
278,19Low,7/31/21,19,Low,A,C,AC,7,31,30,212,66,14:47:33,14,12,47,2745.5,4,58,1.068506222,111,29.12477175,0.087981944,991,27.77542048,-143.5269043,31.93680318,40.99099604,0.295339316,0.027461103,-0.000394688,0.131792267,0,38.31543605,116.3891347,29.29457156,38.38129934,40.99099604,0.140695423,74.10612233,1435.269043,110004,#DIV/0!,7.81655957,2.170907021,48.4,14,13,15,14,NA,0.3439,NA,NA,0.3439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65625,8,43.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
279,19Low,6/23/21,19,Low,A,C,AC,6,23,25,174,28,14:12:54,14,12,12,4534,4,99,0.654751942,148,13.36635113,0.053912974,991,17.90461208,-116.4120605,22.62819862,34.52303696,0.176773528,-0.001025912,-0.000148524,0.075894495,0,30.36127408,153.0843506,13.35949771,30.36563174,34.52303696,0.096262086,73.67228444,1164.120605,110004,#DIV/0!,5.5036599,0.984224657,37.8,22,9,17,16,0.451,0.2107,0.3185,0.3173,0.324375,77.41935484,0.453046827,0.072026847,0.700899071,0.198116485,0.114521233,0.080026562,0.042280616,0.190685237,0,5.777074428,263.5726117,32.09944728,NA,NA,NA,19.84375,5,46.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
280,19Low,8/26/21,19,Low,A,C,AC,8,26,34,238,92,16:20:09,16,14,20,2602,4,44,1.152623238,118,13.89566851,0.094908228,991,54.28892784,-148.5227295,40.58081245,16.58818531,0.300581872,-0.001709365,-0.002008029,0.331855592,0,21.0841856,122.4870071,13.8949008,21.24859905,16.58818531,0.219934672,74.01663589,1485.227295,110004,#DIV/0!,1.894417513,1.028453827,36.2,25,22,14,20.33333333,0.1622,0.2062,0.1773,0.1822,0.181975,61.29032258,0.548487535,0.049140797,0.858185727,0.185608462,0.139457854,0.101618473,0.063598004,0.208747378,10.64569489,18.90325601,210.6372661,42.8758099,NA,NA,NA,11.96875,3.5,27.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
281,19Low,6/16/21,19,Low,A,C,AC,6,16,24,167,21,15:32:13,15,13,32,5305,4,92,0.691973136,104,14.65396881,0.056977807,991,13.75730256,-94.67845052,13.74132951,41.09776179,0.180455695,-0.008526073,-0.000724994,0.13237714,0,40.99357224,109.168251,14.60436885,41.11972555,41.09776179,0.079962403,74.0402298,946.7845052,110004,#DIV/0!,7.873265357,1.081312299,60.8,NA,NA,NA,NA,0.451,0.2107,0.3185,0.3173,0.324375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.84375,8,51.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
282,19Low,7/7/21,19,Low,A,C,AC,7,7,27,188,42,14:16:28,14,12,16,4378,4,47,1.248156842,120,31.01788521,0.102774568,991,22.83205264,-107.0592082,34.21812312,46.05226008,0.364777287,0.032097497,0.000307188,0.065912008,0,38.25530497,125.2807388,31.18742053,38.20366923,46.05226008,0.094782534,73.8579483,1070.592082,110004,#DIV/0!,10.21571744,2.303439061,41.7,17,20,18,18.33333333,0.4964,0.313,0.213,0.4396,0.3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.875,6.5,45,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
283,19Low,8/13/21,19,Low,A,C,AC,8,13,32,225,79,16:40:44,16,14,40,1571.5,4,158,0.34420855,119,15.81319475,0.0283425,991,22.68953312,-179.3866394,21.66261864,33.40564728,0.089317914,0.000892869,-0.000477678,0.085186128,0,34.11310005,123.1647148,15.81859875,34.19412422,33.40564728,0.15549477,73.95406723,1793.866394,110004,#DIV/0!,5.175910615,1.169849277,30.6,6,6,7,6.333333333,0.2593,0.2243,0.2243,0.1973,0.2263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3125,5.5,42.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
284,19Low,5/26/21,19,Low,A,C,AC,5,26,21,146,0,16:25:03,16,14,25,2814,4,119,0.608987389,122,8.453285376,0.050144672,991,31.97859206,-146.4465169,31.00306638,17.03739866,0.12265945,0.005188899,-0.0031236,0.43122382,0,17.40810204,127.086024,8.482195059,17.52445348,17.03739866,0.088863169,73.47426605,1464.465169,110004,#DIV/0!,1.949264755,0.623222689,20.6,49,58,34,47,NA,NA,NA,NA,NA,64.51612903,1.401190119,0.171210822,1.800334032,0.413885873,0.206638874,0.217614967,0.061918984,0.321589155,0,20.47011656,563.3227353,87.70942762,NA,NA,NA,10.40625,0,23.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
285,19Low,6/30/21,19,Low,A,C,AC,6,30,26,181,35,14:17:44,14,12,17,6538,4,33,1.875407353,394,7.610022704,0.154423045,991,10.39600696,-57.87714233,14.03636837,34.53310267,0.522794704,0.023425686,-0.00042536,0.32201504,0,29.19025803,400.0338643,7.728672663,29.17660968,34.53310267,0.16142494,73.79881287,578.7714233,110004,#DIV/0!,5.507165368,0.570366561,30.6,18,18,17,17.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8125,6,41,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
286,19Low,7/22/21,19,Low,A,C,AC,7,22,29,203,57,14:57:37,14,12,57,3883,4,33.66666667,1.75351496,111,49.02490997,0.144386295,991,40.68054509,-116.6651774,55.76915995,43.88989131,0.497613847,0.122215709,0.001159494,0.015682456,0,37.79410553,116.5992686,49.68458176,37.80693309,43.88989131,0.143647861,73.90227254,1166.651774,110004,#DIV/0!,9.123206679,3.671805064,55,7,9,10,8.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78125,8.5,43.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
287,19Low,7/15/21,19,Low,A,C,AC,7,15,28,196,50,14:08:58,14,12,8,5341,4,33,2.379678136,121,45.95697784,0.195945239,991,45.12468906,-79.67216797,72.05293655,40.47049332,0.763846159,0.085878186,0.005422813,-0.460215092,0,31.96559143,131.1931076,46.40377998,31.92606163,40.47049332,0.16661162,73.83710861,796.7216797,110004,#DIV/0!,7.605307506,3.42631948,27.3,18,26,21,21.66666667,0.5124,0.3039,0.3295,0.5917,0.434375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.78125,4.5,38,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
288,19Low,9/2/21,19,Low,A,C,AC,9,2,35,245,99,16:25:37,16,14,25,4101,4,92,0.574550463,112,35.2954731,0.047309099,991,83.38454731,-103.8827881,87.79580688,24.64603043,0.161615744,0.007997094,-0.000506169,0.10399998,0,24.02980709,116.0695763,35.33997154,23.78675652,24.64603043,0.084421292,73.45812988,1038.827881,110004,#DIV/0!,3.113227812,2.596008182,21.6,13,12,12,12.33333333,0.2342,0.2006,0.2469,0.2283,0.2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96875,8.5,28,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
289,19Low,6/3/21,19,Low,A,C,AC,6,3,22,154,8,17:42:10,17,15,42,3162.5,4,105,0.624958853,117,12.95704714,0.05145978,991,22.58994382,-133.2654867,20.59275246,29.77939796,0.158920571,-0.00093211,-0.001052827,0.174640551,0,31.21179517,122.1512655,12.95419407,31.39765231,29.77939796,0.189555789,73.35732524,1332.654867,110004,#DIV/0!,4.20680433,0.950285037,55.7,34,56,43,44.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.09375,2,40.5,6,0.008590178,0.644447503,0.653037681,0.163903595,3.984279179,6.63,5.6437,0.4949,11.40371792,75,10,10,15,60,15,5,0,105,105,14.3,57.1,14.3,4.8,0,NA,8,105,1.061655439
290,1High,8/1/21,1,High,W,R,WR,8,1,30,213,26,16:05:38,16,14,5,3439.5,4,33,2.891691196,111,39.1425724,0.238104942,991,81.62041759,-143.2211914,79.54660416,25.71122265,0.878074497,0.118488848,0.001491132,0.072589307,0,26.11761475,124.5905991,39.76477242,26.14943695,25.71122265,0.064426303,68.09770203,1432.211914,110004,#DIV/0!,3.3204269,2.707888961,23.3,21,18,16,18.33333333,0.313,0.313,0.2733,0.2665,0.29145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.40625,7.5,38.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
291,1High,8/20/21,1,High,W,R,WR,8,20,33,232,45,16:33:20,16,14,33,260,4,33,3.408638295,112,39.73988342,0.280670918,991,51.14715259,-231.4635986,92.23348745,33.8552653,1.042865117,0.095821397,-0.001312124,0.427628845,0,24.47299576,129.747935,40.25360743,23.69848569,33.8552653,0.155511354,67.37401835,2314.635986,110004,#DIV/0!,5.302650211,2.712048769,23.3,14,16,9,13,0.4128,0.3779,0.3725,0.2152,0.3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4375,-0.5,42.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
292,1High,9/14/21,1,High,W,R,WR,9,14,37,257,111,15:10:34,15,13,10,3865.5,4,37,1.24,112,20.15557098,0.102032686,991,37.55910407,-110.9372803,40.99860764,27.53307533,0.371364117,0.071006514,-0.000710101,0.181563944,0,25.9,116.4169922,20.52041245,26.04355431,27.53307533,0.186594531,67.58969116,1109.372803,110004,4:Compute Final (1),3.692762137,1.386968374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.87096774,0.81791562,0.084373757,0.977471545,0.136708559,0.248844748,0.206666121,0,0.028753903,0,73.39806742,129.4159507,13.66895128,NA,NA,NA,13.71875,1.5,40.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
293,1High,8/12/21,1,High,W,R,WR,8,12,32,224,37,14:34:55,14,12,34,219.5,4,33,1.691990219,108,26.12600899,0.139320282,991,34.05434964,-197.1349243,47.98169327,33.64366531,0.475116044,0.022041226,-0.00144824,0.295730203,0,27.56194878,113.8626785,26.25504875,27.64680862,33.64366531,0.208830476,67.93637085,1971.349243,110004,4:Compute Final (1),5.237723548,1.78367269,41.5,5,6,6,5.666666667,0.2664,0.4194,0.4611,0.5859,0.4332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2.5,55.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
294,1High,8/31/21,1,High,W,R,WR,8,31,35,243,56,15:41:41,15,13,41,129.5,4,33,1.700903267,108,22.65319061,0.140054192,991,38.00051523,-198.431897,48.82990074,29.11652565,0.516689748,0.030662614,0.000185615,0.120007812,0,24.76457977,115.0941391,22.82308292,24.84777451,29.11652565,0.262152657,67.41726303,1984.31897,110004,#DIV/0!,4.049462882,1.538670003,33.9,8,5,6,6.333333333,0.2716,0.4123,0.438,0.5346,0.414125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15625,1.5,34.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
295,1High,7/13/21,1,High,W,R,WR,7,13,28,194,7,15:45:35,15,13,45,2161,4,33,2.6998611,122,25.08926964,0.222309447,991,32.23000284,-157.1635824,49.90734482,34.02927335,0.800477684,0.035551069,-0.001085184,0.354701934,0,26.27449989,133.900945,25.29540507,26.33197276,34.02927335,0.063682386,67.88760885,1571.635824,110004,#DIV/0!,5.373910288,1.717245619,53.5,9,5,7,7,0.5152,0.5117,0.2303,0.3405,0.360833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15625,4,46,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
296,1High,9/9/21,1,High,W,R,WR,9,9,36,252,65,14:46:19,14,12,46,353.75,4,33,1.643660818,115,21.67218781,0.135340787,991,36.2635561,-193.3418091,41.89833069,29.47965813,0.485404208,0.06340885,-0.001491635,0.306878865,0,26.90568447,120.6199989,22.04002666,27.01009464,29.47965813,0.199946664,68.100811,1933.418091,110004,#DIV/0!,4.139745707,1.500941336,37.4,4,3,7,4.666666667,0.2464,0.417,0.5397,0.4891,0.42305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,0.5,37,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
297,1High,7/21/21,1,High,W,R,WR,7,21,29,202,15,16:29:36,16,14,29,282.5,4,33,4.433334589,112,47.95226415,0.365045505,991,56.89233928,-209.6241943,94.17024485,35.42480342,1.241102934,0.067864556,-0.003899645,0.801805735,0,27.44026756,133.8730367,48.38775762,26.56461334,35.42480342,0.152549664,67.8862381,2096.241943,110004,#DIV/0!,5.795733242,3.284863949,NA,7,7,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.53125,6.5,48,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
298,1High,7/6/21,1,High,W,R,WR,7,6,27,187,0,12:44:57,12,10,44,273.5,4,33,2.395502228,112,31.47416115,0.197248212,991,67.92899822,-190.6443278,76.61274974,24.97728666,0.699943503,0.05818908,-9.15E-05,0.207497046,0,22.83111827,121.9201101,31.77455393,22.97132428,24.97728666,0.202915276,67.87856293,1906.443278,110004,#DIV/0!,3.177326073,2.156810681,21.6,28,17,20,21.66666667,0.3087,0.3908,0.3842,0.4477,0.38285,67.74193548,1.056078038,0.100338545,1.057880272,0.284833025,0.14754555,0.26100094,0,0.021847716,0,106.8266188,197.8432803,37.69984075,NA,NA,NA,15.73333333,5,49.5,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
299,1High,8/27/21,1,High,W,R,WR,8,27,34,239,52,15:53:46,15,13,53,5368.333333,4,33,3.297869502,114,38.72358068,0.271550097,991,75.89693891,-80.73307902,73.22999064,26.73087247,0.945817689,0.113733433,-0.000469739,0.325100335,0,27.91572189,130.616984,39.3604749,27.27596537,26.73087247,0.044430318,67.68515269,807.3307902,110004,#DIV/0!,3.548977015,2.664136012,29,11,10,10,10.33333333,0.4655,0.4332,0.3725,0.3797,0.412725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0625,3,38,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
300,1High,8/4/21,1,High,W,R,WR,8,4,31,216,29,15:08:48,15,13,8,328,4,33,3.011224318,125,45.05185954,0.247947427,991,57.77723721,-201.218278,92.27416992,34.06347148,0.908246239,0.100007252,-5.14E-05,0.254374827,0,25.84272003,139.2737783,45.58071009,25.904555,34.06347148,0.106636946,67.93766785,2012.18278,110004,#DIV/0!,5.369771161,3.096645037,28.4,16,16,14,15.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.78125,3.5,43,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
301,1High,7/20/21,1,High,W,R,WR,7,20,29,201,14,13:06:17,13,11,6,364.5,4,40.66666667,1.353163104,118,29.72499847,0.111420895,991,36.87581639,-193.6745321,59.74519094,34.60200246,0.409499705,0.035325578,8.88E-05,0.100943704,0,26.1013031,123.3301977,29.92644819,26.17699305,34.60200246,0.029620537,68.09000651,1936.745321,110004,#DIV/0!,5.528078375,2.037692149,28.2,6,5,4,5,0.3461,0.363,0.6893,0.391,0.44735,70.96774194,1.837454143,0.152320775,2.149015045,0.3292302,0.476948616,0.511313882,0,0.034966407,0,99.55430833,61.49391557,7.946047278,NA,NA,NA,16.9375,6,39,6,3.391560738,NA,NA,0.241168868,NA,4.68,5.1279,0.52136,9.835622219,50,20,5,40,25,10,0,0,75,75,53.3,33.3,13.3,0,0,NA,9,75,1.335069383
302,1Low,9/15/21,1,Low,W,C,WC,9,15,37,258,112,15:08:58,15,13,8,363.5,4,65,0.730420003,119,13.67659283,0.060143563,991,13.4925927,-197.7598267,24.37132835,40.15522385,0.196624786,0.006702577,-0.002248847,0.327756375,0,29.44928741,122.8245163,13.7219286,29.49553871,40.15522385,0.137735501,73.50417328,1977.598267,110004,4:Compute Final,7.475353129,1.008618951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.29032258,1.699910491,0.203103961,2.584851053,0.344312209,0.572873209,0.411460916,0.036722652,0.027614342,0,45.00827402,115.0516095,10.43644737,NA,NA,NA,NA,NA,NA,6,0.01480035,1.565846107,1.580646457,0.113784483,13.89158183,6.12,6.761,0.47152,14.33873431,10,5,0,25,17,60,10,0,112,112,22.3,15.2,53.6,8.9,0,NA,7,112,-0.126422157
303,1Low,6/23/21,1,Low,W,R,WR,6,23,25,174,28,15:50:37,15,13,50,3194.5,4,52.66666667,1.149295825,154,13.79034678,0.094634246,991,19.13963219,-136.175944,17.58595403,33.83764648,0.310205201,-0.003917764,-0.000965746,0.243359084,0,35.24444453,159.4375814,13.76686859,35.36599986,33.83764648,0.340596512,73.60959117,1361.75944,110004,#DIV/0!,5.296991406,1.013373315,46.5,3,3,2,2.666666667,0.3109,0.2935,0.3597,0.4033,0.34185,77.41935484,0.852590747,0.059803453,0.932378236,0.443301422,0.13395637,0.178389649,0.105488871,0.343764207,2.472022815,15.36764303,359.3308724,48.31590551,NA,NA,NA,17.84375,4.5,36.5,6,0.01480035,1.565846107,1.580646457,0.113784483,13.89158183,6.12,6.761,0.47152,14.33873431,10,5,0,25,17,60,10,0,112,112,22.3,15.2,53.6,8.9,0,NA,7,112,-0.126422157
304,1Low,8/26/21,1,Low,W,R,WR,8,26,34,238,92,14:38:31,14,12,38,476.5,4,81.66666667,0.64632245,120,14.03671932,0.053218881,991,31.09201872,-195.3803345,37.50501378,25.8338356,0.170932402,-0.000604579,-0.001013584,0.174849006,0,22.59490077,124.1876602,14.0363795,22.703029,25.8338356,0.109594203,73.95287069,1953.803345,110004,#DIV/0!,3.342644715,1.038030505,34.4,6,6,6,6,0.2317,0.2741,0.3627,0.485,0.338375,87.09677419,4.248659378,0.165268122,2.308547521,1.067199073,0.404837324,0.283575331,0.401599774,0.569231791,1.352539976,14.33237739,336.0613094,36.57776698,NA,NA,NA,12.75,4.5,30,6,0.01480035,1.565846107,1.580646457,0.113784483,13.89158183,6.12,6.761,0.47152,14.33873431,10,5,0,25,17,60,10,0,112,112,22.3,15.2,53.6,8.9,0,NA,7,112,-0.126422157
